Dam Name,Other Names,NID ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Inspection Frequency,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,Has Photo?,damid,LegacyNumb,DCR_Watershed_SqMi,SVI_TotalPop_InZone,SVI_Pop_POV150,SVI_Pop_AGE65,SVI_Pop_DISABL,SVI_Pop_NOVEH,DCR_EP_Status,Inspection_Date_Final,Condition_Final,Hazard_Final,In Fathom 100yr Flood Zone,In Fathom 500yr Flood Zone,D1_Hazard_Score,Needs_Hazard_Classification,D2_Flood_Score,D3_Watershed_Score,D4_Impact_Score,D5_DataQuality_Score,Triage_Score,Priority_Band
King William County Dam #12,101dd104,VA101048,VA101048,,Not Listed,Not Listed,0,No,,,,Virginia,101048,37.6004,-76.8805,King William,Tappahannock,22.4,Mill Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,10,,,10,Less than 25 feet,450,,,Undetermined,62.8,62.8,12,15,0.38,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3290,10148,0.384133548,2654,481,378,313,30,<Null>,,Not Rated,Unknown,1,1,43.82,1,75,47.73,75.97,84.25,61.51,High
Bartonville Dam,,VA069019,VA069019,"Louise S. Brim, Et Als",Private,Private,0,No,,Other,Other;Recreation,Virginia,69019,39.1064,-78.2053,Frederick,Winchester,0,Opequon Creek,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,65,65,,,0.01,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,331,6919,0.012274604,4780,586,797,386,38,<Null>,,Not Rated,Unknown,0,0,46.38,1,0,0.62,81.03,84.25,36.38,Moderate
Talley Millpond Dam,,VA085015,VA085015,,Not Listed,Not Listed,0,No,,Water Supply,Water Supply,Virginia,85015,37.6362,-77.2725,Hanover,Richmond,11.1,MATADEQUIN CREEK,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,17,,,17,Less than 25 feet,600,,,Undetermined,165,165,43,10,1.01,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,789,8515,1.00562072,2693,535,501,233,5,<Null>,,Not Rated,Unknown,1,1,46.77,1,75,69.38,72.41,84.25,66.94,High
King William County Dam #13,101dd106,VA101049,VA101049,,Not Listed,Not Listed,0,No,,,,Virginia,101049,37.5775,-76.8844,King William,Williamsburg,23.3,Pamunkey River,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,38,,,38,25-50 feet,560,,,Undetermined,1719.9,1719.9,17.55,11.7,0.75,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3291,10149,0.746629894,2654,481,378,313,30,<Null>,,Not Rated,Unknown,1,1,52.3,1,75,63.1,75.97,84.25,67.47,High
Mathews Dam,,VA800008,VA800008,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,800008,36.8861,-76.421,Suffolk,Portsmouth,0,STREETER CREEK,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,13,,,13,Less than 25 feet,,,,Undetermined,97,97,35,,0.54,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,No,,,0.039787881,,,,,,,,Not Rated,Unknown,1,1,45.23,1,75,6.38,0,84.25,36.33,Moderate
Trinity Centre Dam,059dd076,VA059094,VA059094,TRINITY CENTRE LAND LLC,Private,Private,0,No,,,,Virginia,59094,38.84,-77.4388,Fairfax,Manassas,6.5,Big Rocky Run,"Virginia, Congressional District 11",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,23,,,23,Less than 25 feet,275,,,Undetermined,57.78,57.78,35,5,0.12,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3137,5994,0.117369026,1768,230,68,100,39,<Null>,,Not Rated,Unknown,0,0,46.78,1,0,23.09,67.6,84.25,39.41,Moderate
Watts Dam,,VA125008,VA125008,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,125008,37.7142,-78.9425,Nelson,Lynchburg,23.5,TR-BLACK CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,33,,,33,25-50 feet,,,,Undetermined,44,44,24,,0.29,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1230,12511,0.290744275,4014,640,1325,580,256,<Null>,,Not Rated,Unknown,0,0,47.85,1,0,41.33,86.82,84.25,48.08,Moderate
Chicago Heritage Farms LLC Dam,07700dd112,VA077014,VA077014,,Not Listed,Not Listed,,No,,,,Virginia,77014,36.7147,-81.1558,Grayson,Galax,13.4,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,29,,,29,25-50 feet,,,,Undetermined,34.34,34.34,25.4,2.7,0.12,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2904,672,0.118334822,3754,1052,774,620,67,<Null>,,Not Rated,Unknown,1,1,47.1,1,75,23.21,83.85,84.25,57.77,High
Timsbury South Dam,,VA041072,VA041072,,Not Listed,Not Listed,0,No,,,,Virginia,41072,37.3258,-77.4624,Chesterfield,Petersburg,7.5,trib. Timsbury Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,22,,,22,Less than 25 feet,1100,,,Undetermined,125,125,,,0.48,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2147,4172,0.481208801,6489,303,928,346,15,Development,,Not Rated,High,1,1,77.43,0,75,52.77,78.44,84.25,71.66,High
Greif Holding Pond Dam,,VA009028,VA009028,"Greif, Inc.",Private,Private,0,No,,Other,Other,Virginia,9028,37.5143,-78.903,Amherst,Appomattox,11.9,James River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,22,,,22,Less than 25 feet,,,,Undetermined,100,100,65,11.3,,,,,,12/4/2022,1,Yes,1/18/2022,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,No,1986,928,,2711,662,376,309,30,Approved,12/26/2024 0:00,Satisfactory,High,1,1,77.2,0,75,50,76.83,22.5,64.42,High
Lake Senaham Dam,,VA109044,VA109044,,Not Listed,Not Listed,0,No,,,,Virginia,109044,38.0383,-78.2573,Louisa,Gordonsville,7.9,North Prong of Beaverdam Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,13,,,13,Less than 25 feet,420,,,Undetermined,85,85,,,0.68,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1145,10944,0.682578087,4046,215,919,515,34,<Null>,,Not Rated,Unknown,1,1,45.09,1,75,61.08,78.43,84.25,65.65,High
Kcratchs Dam,,VA041044,VA041044,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,41044,37.3331,-77.6506,Chesterfield,Petersburg,15.5,trib.  Second Branch,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,16,16,16,16,Less than 25 feet,1200,,,Undetermined,130,130,,16.76,0.28,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2120,4144,0.282772601,5156,217,854,498,37,Development,,Not Rated,"High, Prelim",0,0,76.3,0,0,40.86,79.33,84.25,53.58,High
Amherst County Dam # 11,009dd036,VA009036,VA009036,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,9036,37.5385,-79.1221,Amherst,Lynchburg,8.7,Falling Rock Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,34,,,34,25-50 feet,,,,Undetermined,37.26,37.26,25.1,2.2,0.04,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3008,936,0.039348938,4789,1073,1155,645,55,<Null>,,Not Rated,Unknown,0,0,47.79,1,0,2.87,85.19,84.25,38.13,Moderate
King William County Dam #10,101dd083,VA101046,VA101046,,Not Listed,Not Listed,0,No,,,,Virginia,101046,37.6377,-77.0002,King William,Tappahannock,21.3,Harrison Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,18,,,18,Less than 25 feet,350,,,Undetermined,181.9,181.9,129.03,25.3,1.57,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3288,10146,1.57062161,2654,481,378,313,30,<Null>,,Not Rated,Unknown,1,1,47.09,1,75,75.9,75.97,84.25,69.37,High
Prince Edward County Dam # 15,147dd022,VA147051,VA147051,,Not Listed,Not Listed,0,No,,,,Virginia,147051,37.2505,-78.2416,Prince Edward,Farmville,9.4,Saylers Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,26,,,26,25-50 feet,400,,,Undetermined,126.88,126.88,81.48,9.7,0.24,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3394,14752,0.242269039,3133,681,555,403,19,Development,,Not Rated,"Significant, Prelim",1,1,58.27,0,75,37.18,77.7,84.25,62.83,High
Sydnors Millpond Dam,,VA133003,VA133003,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,133003,37.9109,-76.3848,Northumberland,Tappahannock,25.7,Hull Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,11,,,11,Less than 25 feet,,,,Undetermined,213,213,,,4.05,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1274,13303,4.05193186,3467,796,1304,506,41,Development,,Not Rated,"Significant, Prelim",1,1,55.66,0,75,87.31,82.31,84.25,75.63,Critical
Coleman Andrews Dam #1,137dd008,VA137017,VA137017,"ANDREWS, T COLEMAN III",Private,Private,0,No,,,,Virginia,137017,38.2911,-78.0277,Orange,Orange,5.4,Mountain Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,32,,,32,25-50 feet,430,,,Undetermined,202.1,202.1,137.18,13.19,0.18,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3349,13718,0.181754991,4668,998,705,681,85,<Null>,,Not Rated,Unknown,1,1,49.36,1,75,31.32,85.07,84.25,60.61,High
Flippen Dam,,VA049007,VA049007,Pam Layman,Private,Private,0,No,,Recreation,Recreation,Virginia,49007,37.5668,-78.1532,Cumberland,Buckingham,12,MUDDY CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Rockfill,Rockfill,,,20,,,20,Less than 25 feet,,,1900,1900-1909,138,138,138,,3.11,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,8/22/2022,No,No,410,4907,3.10578942,3361,418,795,367,82,<Null>,,Not Rated,Unknown,1,1,47.18,1,75,84.75,80.52,84.25,72.51,High
Eberhard Dam,,VA087007,VA087007,Anthony Owen,Private,Private,0,No,,Recreation,Recreation,Virginia,87007,37.5197,-77.2389,Henrico,Richmond,10.9,BOAR SWAMP,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,19,,,19,Less than 25 feet,1000,,,Undetermined,405,405,,,4.12,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,838,8707,4.12100506,5363,1486,1075,1124,104,<Null>,,Not Rated,"Low, Prelim",1,1,37.95,0,75,87.62,88.89,84.25,72.6,High
Calvin Project Slurry Dam,,VA105005,VA105005,Calvin Minerals LLC,Private,Private,0,No,,,,Virginia,105005,36.8519,-82.9283,Lee,Big Stone Gap,8.6,,"Virginia, Congressional District 09",Yes,Yes,Department of Energy,Yes,Yes,Yes,No,No,,,,,,95,,,95,51-100 feet,,,,Undetermined,2283,2283,,110.9,0.51,,,,,12/4/2022,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,74,209,,2737,923,792,952,73,<Null>,,Not Rated,Unknown,1,1,56.12,1,75,54.19,83.46,68.25,66.09,High
Wilck Family Dam #1,049dd095,VA049055,VA049055,WILCK FAMILY LIMITED PARTNERSHIP,Private,Private,0,No,,,,Virginia,49055,37.3738,-78.3365,Cumberland,Farmville,5.8,Angola Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,30,,,30,25-50 feet,400,,,Undetermined,178.44,178.44,110.24,10.6,0.54,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3117,4956,0.538575232,2369,363,572,418,62,<Null>,,Not Rated,Unknown,1,1,48.98,1,75,55.34,77.86,84.25,65.08,High
Virginia Farms Dam,,VA003104,VA003104,,Not Listed,Not Listed,0,No,,,,Virginia,3104,38.0167,-78.3383,Albemarle,Charlottesville,7.6,trib. Mechunk Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,23,,,23,Less than 25 feet,,,,Undetermined,145,145,,,1.12,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1769,142,1.11596322,4447,447,1243,501,0,<Null>,,Not Rated,Unknown,1,1,47.76,1,75,70.9,72.89,84.25,67.67,High
Swift Creek Mill Dam,,VA041104,VA041104,Chesterfield County,Local Government,Local Government,,No,,Other,Other,Virginia,41104,37.2829,-77.4118,Chesterfield,Petersburg,3.8,Swift Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Concrete,Concrete,,,10,10,10,10,Less than 25 feet,200,,1850,Before 1900,50,50,,,,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3677,<Null>,,5375,528,839,736,23,<Null>,,Not Rated,Unknown,1,1,43.58,1,75,50,81.45,84.25,63.11,High
Musgrove Dam,,VA053016,VA053016,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,53016,37.1888,-77.4847,Dinwiddie,Petersburg,0,TR-CATTAIL RUN,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,12,,,12,Less than 25 feet,,,,Undetermined,86,86,24,,0.1,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,435,5316,0.103643715,6416,1253,1000,716,81,<Null>,,Not Rated,Unknown,1,1,44.81,1,75,20.68,87.49,84.25,57.3,High
Prince Edward County Dam # 3,147dd004,VA147055,VA147055,,Not Listed,Not Listed,0,No,,,,Virginia,147055,37.3188,-78.4728,Prince Edward,Farmville,4.2,Long Branch,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,43,,,43,25-50 feet,630,,,Undetermined,188.86,188.86,138,9.2,0.1,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3403,14756,0.102049246,3492,1057,545,594,5,<Null>,,Not Rated,Unknown,0,0,50.41,1,0,20.53,77.16,84.25,41.59,Moderate
Prince Edward County Dam # 16,147dd025,VA147052,VA147052,,Not Listed,Not Listed,0,No,,,,Virginia,147052,37.1665,-78.3201,Prince Edward,Farmville,10.5,Little Sandy Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,28,,,28,25-50 feet,400,,,Undetermined,81.31,81.31,57.2,5.5,0.11,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3395,14753,0.110873461,3312,840,574,439,45,<Null>,,Not Rated,Unknown,1,1,47.88,1,75,22,80.63,84.25,57.02,High
Cox Dam,,VA109079,VA109079,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,109079,37.8495,-77.9505,Louisa,Louisa,12.2,trib.  Deep Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,17,,,17,Less than 25 feet,400,,,Undetermined,91,91,,,0.45,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2234,7587,0.452862293,5051,1112,1074,1099,0,<Null>,,Not Rated,Unknown,0,0,46.14,1,0,51.3,77.01,84.25,48.19,Moderate
Poplar Dam,,VA033110,VA033110,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,33110,38.0215,-77.398,Caroline,Fredericksburg,19.8,trib.  Poplar Creek,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,24,,,24,Less than 25 feet,,,,Undetermined,121,121,,,0.32,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,1712,85,0.321832031,2326,728,608,417,52,<Null>,,Not Rated,Unknown,0,0,47.72,1,0,43.93,79.3,84.25,47.2,Moderate
King William County Dam #8,101dd062,VA101044,VA101044,,Not Listed,Not Listed,0,No,,,,Virginia,101044,37.7106,-77.1272,King William,Richmond,20.6,Jackpen Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,30,,,30,25-50 feet,340,,,Undetermined,88.03,88.03,64.79,6.23,0.13,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3286,10144,0.132653147,5275,881,777,622,101,<Null>,,Not Rated,Unknown,1,1,48.22,1,75,25.03,85.6,84.25,58.86,High
Edmunds Dam #1,,VA083057,VA083057,James E Edmunds,Private,Private,0,No,,Other,Other;Irrigation,Virginia,83057,36.669,-79.0608,Halifax,South Boston,9.1,Birch Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,16,,,16,Less than 25 feet,830,,,Undetermined,51,51,33,6.4,0.2,,,,,12/4/2022,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,No,84,220,0.197301105,2514,583,566,459,9,<Null>,,Not Rated,Unknown,0,1,45.3,1,40,32.87,75.17,68.25,49.4,Moderate
Amherst County Dam # 10,009dd032,VA009035,VA009035,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,9035,37.5504,-79.0514,Amherst,Lynchburg,10.7,Higginbotham Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,22,22,22,22,Less than 25 feet,,,,Undetermined,175.4,175.4,103.48,19.9,,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,3007,935,,2711,662,376,309,30,<Null>,,Not Rated,Unknown,1,1,47.79,1,75,50,76.83,84.25,63.24,High
Prince Edward County Dam # 14,147dd021,VA147050,VA147050,,Not Listed,Not Listed,0,No,,,,Virginia,147050,37.1339,-78.3367,Prince Edward,Farmville,12.3,Mountain Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,21,,,21,Less than 25 feet,300,,,Undetermined,85.93,85.93,34.02,6.3,0.86,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3393,14751,0.855898798,3312,840,574,439,45,<Null>,,Not Rated,Unknown,1,1,46.86,1,75,65.93,80.63,84.25,67.75,High
Prince Edward County Dam # 17,147dd026,VA147053,VA147053,,Not Listed,Not Listed,0,No,,,,Virginia,147053,37.1092,-78.4945,Prince Edward,Farmville,14.6,Briery Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,26,,,26,25-50 feet,300,,,Undetermined,71.14,71.14,59.9,5.99,0.13,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3401,14754,0.130426779,3476,357,466,445,58,<Null>,,Not Rated,Unknown,1,1,47.46,1,75,24.76,78.8,84.25,57.24,High
Prince Edward County Dam # 5,147dd006,VA147057,VA147057,,Not Listed,Not Listed,0,No,,,,Virginia,147057,37.2922,-78.5035,Prince Edward,Farmville,5.9,Falling Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,27,,,27,25-50 feet,415,,,Undetermined,116.53,116.53,85.54,9.1,0.35,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3405,14758,0.345600963,3492,1057,545,594,5,<Null>,,Not Rated,Unknown,0,0,48.13,1,0,45.21,77.16,84.25,47.19,Moderate
Dabneys Millpond Dam,,VA101029,VA101029,Barbara Campbell,Private,Private,0,No,,Recreation,Recreation,Virginia,101029,37.7165,-77.2277,King William,Richmond,16.7,Judy Swamp,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,11,11,11,11,Less than 25 feet,340,,,Undetermined,83,83,69,4.7,3.28,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,968,10129,3.27889752,5275,881,777,622,101,<Null>,,Not Rated,Unknown,1,1,44.46,1,75,85.25,85.6,84.25,72.97,High
Howard Farm Dam,036dd053,VA036010,VA036010,Howard Tree farm LTD,Private,Private,0,No,,,,Virginia,36010,37.3233,-77.0333,Charles City,Hopewell,14,Mapsico Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,,,,,13,,,13,Less than 25 feet,850,,,Undetermined,158.39,158.39,53.48,19.1,1.44,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,3055,3610,1.440889,1664,384,473,389,37,<Null>,,Not Rated,Unknown,0,0,45.75,1,0,74.62,75.02,84.25,53.52,High
Eades Dam,,VA053004,VA053004,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,53004,37.2041,-77.7006,Dinwiddie,Petersburg,0,TR-GEORGES BRANCH,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,21,,,21,Less than 25 feet,,,,Undetermined,69,69,38,,0.65,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,No,423,5304,0.651113033,4623,390,849,711,22,<Null>,,Not Rated,Unknown,1,1,46.63,1,75,59.84,79.97,84.25,66.04,High
Tutters Neck Pond Dam,,VA830002,VA830002,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,830002,37.2516,-76.6859,Williamsburg,Williamsburg,1.8,Paper Mill Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,13,,,13,Less than 25 feet,,,,Undetermined,100,100,,,1.36,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,,,0.039787881,,,,,,,,Not Rated,Unknown,0,0,45.26,1,0,6.38,0,84.25,21.34,Low
Haynes Dam,,VA073003,VA073003,Ed Jenkins,Private,Private,0,No,,Recreation,Recreation,Virginia,73003,37.3501,-76.5495,Gloucester,Williamsburg,10.3,CARTER CREEK,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,15,,,15,Less than 25 feet,,,,Undetermined,275,275,132,,4.42,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,627,7303,4.42072248,6346,737,834,1063,38,Development,,Not Rated,"Significant, Prelim",0,0,57.06,0,0,88.32,84.78,84.25,61.73,High
Brittles Dam,,VA183003,VA183003,,Not Listed,Not Listed,0,No,,Recreation,Recreation,Virginia,183003,36.9658,-77.007,Sussex,Williamsburg,1,TR-SEACOCK SWAMP,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,14,,,14,Less than 25 feet,,,,Undetermined,476,476,78,,6.4,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,No,2574,18303,6.40192842,1969,407,273,250,81,<Null>,,Not Rated,Unknown,1,1,47.2,1,75,91.62,75.64,84.25,73.26,High
Trainham Dam,,VA085090,VA085090,,Not Listed,Not Listed,0,No,,Fish and Wildlife Pond,Fish and Wildlife Pond,Virginia,85090,37.9408,-77.6635,Hanover,Louisa,19.2,trib. Beaverdam Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,24,,,24,Less than 25 feet,,,,Undetermined,264,264,,,0.85,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,2301,8590,0.847564697,5516,325,1622,735,17,Development,,Not Rated,"High, Prelim",1,1,78.56,0,75,65.81,80.89,84.25,75.7,Critical
Chesterfield Road Dam,,VA033062,VA033062,,Not Listed,Not Listed,0,No,,,,Virginia,33062,37.9314,-77.4496,Caroline,Fredericksburg,25.7,trib. Reedy Creek,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,210,210,,,0.71,,,,,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,357,3362,0.706863105,3451,212,345,308,60,<Null>,,Not Rated,Unknown,0,0,47.63,1,0,61.74,76.19,84.25,51.01,High
