Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category,Snap_Distance_m,NHD_Snap_Flag,NHD_Snap_Source,NHD_River_Name,NHD_Permanent_ID,HUC8_Code,HUC8_Name,HUC12_Code,HUC12_Name,Valid_Snap,County_Population
Farris Dam,01900dd348,,VA019124,,VA019124,,Not Listed,Not Listed,,No,,,,,Virginia,19124,37.4112,-79.3077,Virginia,Bedford,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,31.0,,,31,25-50 feet,,,,Undetermined,,56.12,56.12,31.3,3.33,0.16,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.2676858221625955,OK,FLOWLINE,,39911549,2080203.0,Middle James-Buffalo,20802030303.0,Cheese Creek-Ivy Creek,True,79761
Rappahannock Dam #25,157dd095,,VA157027,,VA157027,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157027,38.6083,-78.0783,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,25.0,,,25,25-50 feet,,,,Undetermined,,50.08,50.08,30.89,3.96,0.27,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,15.466348860964064,OK,WATERBODY,,{AD5C1EDD-7548-467F-A344-D9BB9169DDA4},2080103.0,Rapidan-Upper Rappahannock,20801030403.0,Devils Run-Hazel River,True,7422
Rogers Dam,,,VA049019,,VA049019,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,49019,37.4798,-78.2477,Virginia,Cumberland,,0.0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,30.0,,,30,25-50 feet,,,,Undetermined,,46.0,46.0,,,0.08,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,7.789893512500498,OK,FLOWLINE,,61470203,2080207.0,Appomattox,20802070404.0,Big Guinea Creek,True,9697
Buckingham Dam,,,VA119009,,VA119009,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,119009,37.7117,-76.64,Virginia,Middlesex,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,17.0,,,17,Less than 25 feet,,,,Undetermined,,104.0,104.0,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,False,Unknown,108.2869435022602,REVIEW,WATERBODY,,123119221,2080104.0,Lower Rappahannock,20801040602.0,Parrotts Creek-Rappahannock River,True,10738
Proximity Dam,107dd024,,VA107117,,VA107117,PROXIMITY COHOUSING,Private,Private,0.0,No,,,,,Virginia,107117,39.2748,-77.566,Virginia,Loudoun,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,30.0,,,30,25-50 feet,,,,Undetermined,,24.9,24.9,17.0,1.7,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,No Data,,False,Unknown,11.825063132542908,OK,WATERBODY,,d30c0227-330c-4a62-9052-5d32fb615ff2,2070008.0,Middle Potomac-Catoctin,20700080302.0,Catoctin Creek,True,420773
Rappahannock Dam #20,157dd067,,VA157021,,VA157021,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157021,38.6614,-78.0423,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,27.0,,,27,25-50 feet,,,,Undetermined,,52.65,52.65,25.5,2.9,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,2.383975178637959,OK,FLOWLINE,,{9EBDED7C-5A3B-4A64-8E91-9E6A286291A4},2080103.0,Rapidan-Upper Rappahannock,20801030304.0,Mill Run-Thornton River,True,7422
Ortel Dam,,,VA049023,,VA049023,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,49023,37.3684,-78.4079,Virginia,Cumberland,,0.0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20.0,,,20,Less than 25 feet,,,,Undetermined,,114.0,114.0,,,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,12.998796441296603,OK,WATERBODY,,{20014F98-40F8-4872-8D35-237F41E56228},2080207.0,Appomattox,20802070205.0,Ducker Creek-Appomattox River,True,9697
Bryan Dam,01900dd196,,VA019096,,VA019096,,Not Listed,Not Listed,,No,,,,,Virginia,19096,37.2998,-79.389,Virginia,Bedford,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,30.0,,,30,25-50 feet,,,,Undetermined,,88.32,88.32,51.6,5.38,0.68,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,11.101167512658217,OK,WATERBODY,,{F164B105-BA73-40D1-A650-30995988EB68},3010101.0,Upper Roanoke,30101011404.0,Roaring Run-Big Otter River,True,79761
Demasters Dam,01900dd193,,VA019094,,VA019094,,Not Listed,Not Listed,,No,,,,,Virginia,19094,37.2968,-79.366,Virginia,Bedford,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,27.0,,,27,25-50 feet,,,,Undetermined,,61.1,61.1,43.2,4.8,0.1,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,16.9405698039888,OK,WATERBODY,Oak Mountain Branch,{B39404AC-6E62-4011-B8A1-754EF70ACD1B},3010101.0,Upper Roanoke,30101011501.0,Orrix Creek-Big Otter River,True,79761
Rappahannock Dam #4,157dd014,,VA157029,,VA157029,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157029,38.8044,-78.1075,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,17.0,,,17,Less than 25 feet,350.0,,,Undetermined,,70.04,70.04,58.0,10.0,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,5.090899646477293,OK,WATERBODY,Indian Run,66980088,2080103.0,Rapidan-Upper Rappahannock,20801030102.0,Jordan River,True,7422
Rappahannock Dam #5,157dd015,,VA157030,,VA157030,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157030,38.7922,-78.0934,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,31.0,,,31,25-50 feet,280.0,,,Undetermined,,30.38,30.38,27.6,2.3,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.707225808436393,OK,WATERBODY,Indian Run,d070819b-39eb-4199-95a0-a17ddc272c09,2080103.0,Rapidan-Upper Rappahannock,20801030102.0,Jordan River,True,7422
Rappahannock Dam #3,157dd010,,VA157028,,VA157028,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157028,38.7389,-78.2114,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,28.0,,,28,25-50 feet,,,,Undetermined,,25.09,25.09,22.7,2.1,0.17,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.681371276596724,OK,WATERBODY,,66980634,2080103.0,Rapidan-Upper Rappahannock,20801030302.0,Covington River,True,7422
Sanderson Dam,,,VA049041,,VA049041,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,49041,37.5974,-78.1686,Virginia,Cumberland,,0.0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20.0,,,20,Less than 25 feet,400.0,,,Undetermined,,50.0,50.0,,,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,3.153172615915537,OK,FLOWLINE,,{70B0A358-2AEE-4AC3-BAEC-B5B06983DF34},2080205.0,Middle James-Willis,20802050402.0,Muddy Creek,True,9697
Spinella Dam,06300dd057,,VA063007,,VA063007,,Not Listed,Not Listed,,No,,,,,Virginia,63007,36.8865,-80.476,Virginia,Floyd,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,28.0,,,28,25-50 feet,220.0,,,Undetermined,,38.61,38.61,33.6,3.5,0.12,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,16235.064599002511,INVALID,NONE,,,5050001.0,Upper New,50500011703.0,Big Indian Creek,False,15532
Lewis Dam,057dd047,,VA057018,,VA057018,Shepherd A Lewis,Private,Private,0.0,No,,,,,Virginia,57018,37.9452,-76.9528,Virginia,Essex,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,26.0,,,26,25-50 feet,,,,Undetermined,,45.55,45.55,24.3,3.04,0.22,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.215208269502584,OK,WATERBODY,,123125155,2080104.0,Lower Rappahannock,20801040403.0,Mount Landing Creek,True,10602
Fauber Dam,,,VA015033,,VA015033,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,15033,37.9111,-79.1719,Virginia,Augusta,,17.0,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,32.0,,,32,25-50 feet,,,,Undetermined,,38.0,38.0,30.0,,0.16,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,23.049878896134828,OK,FLOWLINE,,{DA932A17-C63A-480F-B1DE-25B148788105},2080202.0,Maury,20802020402.0,Upper South River,True,77433
Rappahannock Dam #18,157dd064,,VA157018,,VA157018,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157018,38.6594,-78.0715,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,11.0,,,11,Less than 25 feet,1000.0,,,Undetermined,,57.12,57.12,32.64,9.89,25.58,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,27.4803731201127,OK,FLOWLINE,Battle Run,66961828,2080103.0,Rapidan-Upper Rappahannock,20801030303.0,Battle Run,True,7422
Beard Dam,01900dd243,,VA019105,,VA019105,,Not Listed,Not Listed,,No,,,,,Virginia,19105,37.3348,-79.6952,Virginia,Bedford,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,29.0,,,29,25-50 feet,250.0,,,Undetermined,,86.42,86.42,32.0,4.06,0.55,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,18.373094043545382,OK,WATERBODY,,{4F87D5C4-29CC-43A4-AF95-447B76ECB8AC},3010101.0,Upper Roanoke,30101011102.0,Bore Auger Creek,True,79761
Frost Dam,,,VA049037,,VA049037,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,49037,37.3553,-78.2674,Virginia,Cumberland,,0.0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,17.0,,,17,Less than 25 feet,,,,Undetermined,,61.0,61.0,,,0.98,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,Broad Branch,{2CA7827C-5916-44B9-A779-83507831C37F},2080207.0,Appomattox,20802070402.0,Angola Creek-Appomattox River,True,9697
White Dam #1,085dd068,,VA085103,,VA085103,,Not Listed,Not Listed,0.0,No,,,,,Virginia,85103,37.7866,-77.671,Virginia,Hanover,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,16.0,,,16,Less than 25 feet,350.0,,,Undetermined,,71.3,71.3,53.5,10.7,0.43,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,2.1142659642272403,OK,WATERBODY,,65104583,2080106.0,Pamunkey,20801060301.0,Taylors Creek,True,110513
Rappahannock Dam #7,157dd017,,VA157032,,VA157032,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157032,38.7991,-78.0816,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,30.0,,,30,25-50 feet,,,,Undetermined,,56.99,56.99,42.1,3.9,1.16,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,No Data,,False,Unknown,6.526720363225718,OK,FLOWLINE,,7b043233-a8fe-494b-a9fc-3a1065e55dbd,2080103.0,Rapidan-Upper Rappahannock,20801030102.0,Jordan River,True,7422
Attoek Dam,047dd058,,VA047023,,VA047023,ATTOTEK INC,Private,Private,0.0,No,,,,,Virginia,47023,38.4951,-77.9044,Virginia,Culpeper,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,14.0,,,14,Less than 25 feet,350.0,,,Undetermined,,78.49,78.49,52.84,12.01,1.09,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,66982530,2080103.0,Rapidan-Upper Rappahannock,20801030502.0,Jonas Run,True,52822
Gnegy Dam,,,VA049031,,VA049031,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,49031,37.4654,-78.2676,Virginia,Cumberland,,0.0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20.0,,,20,Less than 25 feet,,,,Undetermined,,101.0,101.0,,,0.68,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.64147192680936,OK,WATERBODY,Tear Wallet Creek,61495809,2080207.0,Appomattox,20802070404.0,Big Guinea Creek,True,9697
Craddock Dam,,,VA141041,,VA141041,Ronald A Craddock,Private,Private,0.0,No,,,,,Virginia,141041,36.6069,-80.111,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25.0,,,25,25-50 feet,250.0,,,Undetermined,,40.0,40.0,32.0,3.7,0.28,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,1.2828931714156802,OK,FLOWLINE,Little Spoon Creek,136626446,3010103.0,Upper Dan,30101030403.0,Spoon Creek,True,17660
Hurst Dam,,,VA133006,,VA133006,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,133006,37.796,-76.3656,Virginia,Northumberland,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,12.0,,,12,Less than 25 feet,,,,Undetermined,,89.0,89.0,,,4.52,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,28.32339974542482,OK,WATERBODY,Hurst Pond,137277078,2080102.0,Great Wicomico-Piankatank,20801020104.0,Dividing Creek-Frontal Chesapeake Bay,True,12007
Gallo Dam,047dd046,,VA047029,,VA047029,"GALLO, PHILLIP A",Private,Private,0.0,No,,,,,Virginia,47029,38.4795,-78.0441,Virginia,Culpeper,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,27.0,,,27,25-50 feet,500.0,,,Undetermined,,82.62,82.62,38.7,4.5,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,10.92161948344764,OK,WATERBODY,Mountain Run,{A1B803E4-04C2-4A74-A8C0-BC34827E596E},2080103.0,Rapidan-Upper Rappahannock,20801030501.0,Hidens Branch-Mountain Run,True,52822
Thomas Dam,041dd143,,VA041096,,VA041096,Samuel Thomas,Private,Private,0.0,No,,,,,Virginia,41096,37.3257,-77.5808,Virginia,Chesterfield,,,,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,18.0,,,18,Less than 25 feet,300.0,,,Undetermined,,54.79,54.79,43.91,6.97,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,61496159,2080207.0,Appomattox,20802070903.0,Second Branch-Licking Creek,True,366019
Shepher Dam,075dd058,,VA075115,,VA075115,Jonathan Shepherd,Private,Private,0.0,No,,,,,Virginia,75115,37.6811,-78.0133,Virginia,Goochland,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,33.0,,,33,25-50 feet,380.0,,,Undetermined,,61.75,61.75,44.29,3.99,0.03,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.9056187045668254,OK,FLOWLINE,,62576718,2080205.0,Middle James-Willis,20802050502.0,Little Lickinghole Creek,True,24906
Cortney Dam,,,VA057016,,VA057016,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,57016,37.913,-76.9719,Virginia,Essex,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,21.0,,,21,Less than 25 feet,,,,Undetermined,,129.0,129.0,,,1.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,14.077362134266837,OK,WATERBODY,,123125128,2080104.0,Lower Rappahannock,20801040404.0,Hoskins Creek,True,10602
Holland Dam,047dd034,,VA047030,,VA047030,"HOLLAND, FREDERICK",Private,Private,0.0,No,,,,,Virginia,47030,38.5173,-78.0204,Virginia,Culpeper,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,31.0,,,31,25-50 feet,,,,Undetermined,,39.36,39.36,34.8,3.0,0.04,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,66982478,2080103.0,Rapidan-Upper Rappahannock,20801030404.0,Muddy Run,True,52822
Radcliffe Dam,041dd213,,VA041098,,VA041098,John Radcliffe,Private,Private,0.0,No,,,,,Virginia,41098,37.2249,-77.511,Virginia,Chesterfield,,,,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,34.0,,,34,25-50 feet,300.0,,,Undetermined,,97.38,97.38,60.0,5.0,0.19,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,19.66398882380503,OK,WATERBODY,,61497581,2080207.0,Appomattox,20802071001.0,Oldtown Creek-Appomattox River,True,366019
Rappahannock Dam #11,157dd042,,VA157011,,VA157011,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157011,38.6912,-78.2037,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22.0,,,22,Less than 25 feet,,,,Undetermined,,65.36,65.36,24.3,3.8,0.53,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,6.771003640574203,OK,WATERBODY,,66980962,2080103.0,Rapidan-Upper Rappahannock,20801030302.0,Covington River,True,7422
Rappahannock Dam #21,157dd068,,VA157022,,VA157022,,Not Listed,Not Listed,0.0,No,,,,,Virginia,157022,38.6537,-78.0468,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,27.0,,,27,25-50 feet,,,,Undetermined,,70.63,70.63,32.7,3.8,0.2,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,1.299084850019245,OK,FLOWLINE,,66961764,2080103.0,Rapidan-Upper Rappahannock,20801030304.0,Mill Run-Thornton River,True,7422
Ridgetop Dam,10500dd087,,VA105006,,VA105006,,Not Listed,Not Listed,,No,,,,,Virginia,105006,36.6601,-83.0934,Virginia,Lee,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,32.0,,,32,25-50 feet,,,,Undetermined,,93.95,93.95,46.6,5.01,0.27,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,287682.0481585308,INVALID,NONE,,,,,,,False,22287
Drake Dam,,,VA141031,,VA141031,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,141031,36.5668,-80.3429,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,26.0,,,26,25-50 feet,230.0,,,Undetermined,,25.0,25.0,20.0,2.2,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,2.814357045876556,OK,FLOWLINE,,136628288,3010103.0,Upper Dan,30101030104.0,Elk Creek-Dan River,True,17660
