Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category
Rappahannock Dam #5,157dd015,,VA157030,,VA157030,,Not Listed,Not Listed,0,No,,,,,Virginia,157030,38.7922,-78.0934,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,31,,,31,25-50 feet,280,,,Undetermined,,30.38,30.38,27.6,2.3,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Rappahannock Dam #3,157dd010,,VA157028,,VA157028,,Not Listed,Not Listed,0,No,,,,,Virginia,157028,38.7389,-78.2114,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,28,,,28,25-50 feet,,,,Undetermined,,25.09,25.09,22.7,2.1,0.17,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Sanderson Dam,,,VA049041,,VA049041,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,49041,37.5974,-78.1686,Virginia,Cumberland,,0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20,,,20,Less than 25 feet,400,,,Undetermined,,50,50,,,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Spinella Dam,06300dd057,,VA063007,,VA063007,,Not Listed,Not Listed,,No,,,,,Virginia,63007,36.8865,-80.476,Virginia,Floyd,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,28,,,28,25-50 feet,220,,,Undetermined,,38.61,38.61,33.6,3.5,0.12,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lewis Dam,057dd047,,VA057018,,VA057018,Shepherd A Lewis,Private,Private,0,No,,,,,Virginia,57018,37.9452,-76.9528,Virginia,Essex,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,26,,,26,25-50 feet,,,,Undetermined,,45.55,45.55,24.3,3.04,0.22,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Fauber Dam,,,VA015033,,VA015033,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,15033,37.9111,-79.1719,Virginia,Augusta,,17,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,32,,,32,25-50 feet,,,,Undetermined,,38,38,30,,0.16,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Rappahannock Dam #18,157dd064,,VA157018,,VA157018,,Not Listed,Not Listed,0,No,,,,,Virginia,157018,38.6594,-78.0715,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,11,,,11,Less than 25 feet,1000,,,Undetermined,,57.12,57.12,32.64,9.89,25.58,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,TRUE,High
Beard Dam,01900dd243,,VA019105,,VA019105,,Not Listed,Not Listed,,No,,,,,Virginia,19105,37.3348,-79.6952,Virginia,Bedford,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,29,,,29,25-50 feet,250,,,Undetermined,,86.42,86.42,32,4.06,0.55,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Frost Dam,,,VA049037,,VA049037,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,49037,37.3553,-78.2674,Virginia,Cumberland,,0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,17,,,17,Less than 25 feet,,,,Undetermined,,61,61,,,0.98,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
White Dam #1,085dd068,,VA085103,,VA085103,,Not Listed,Not Listed,0,No,,,,,Virginia,85103,37.7866,-77.671,Virginia,Hanover,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,16,,,16,Less than 25 feet,350,,,Undetermined,,71.3,71.3,53.5,10.7,0.43,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Rappahannock Dam #7,157dd017,,VA157032,,VA157032,,Not Listed,Not Listed,0,No,,,,,Virginia,157032,38.7991,-78.0816,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,30,,,30,25-50 feet,,,,Undetermined,,56.99,56.99,42.1,3.9,1.16,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,No Data,,FALSE,Unknown
Attoek Dam,047dd058,,VA047023,,VA047023,ATTOTEK INC,Private,Private,0,No,,,,,Virginia,47023,38.4951,-77.9044,Virginia,Culpeper,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,14,,,14,Less than 25 feet,350,,,Undetermined,,78.49,78.49,52.84,12.01,1.09,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Gnegy Dam,,,VA049031,,VA049031,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,49031,37.4654,-78.2676,Virginia,Cumberland,,0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,,101,101,,,0.68,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Craddock Dam,,,VA141041,,VA141041,Ronald A Craddock,Private,Private,0,No,,,,,Virginia,141041,36.6069,-80.111,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,250,,,Undetermined,,40,40,32,3.7,0.28,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Hurst Dam,,,VA133006,,VA133006,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,133006,37.796,-76.3656,Virginia,Northumberland,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,12,,,12,Less than 25 feet,,,,Undetermined,,89,89,,,4.52,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Gallo Dam,047dd046,,VA047029,,VA047029,"GALLO, PHILLIP A",Private,Private,0,No,,,,,Virginia,47029,38.4795,-78.0441,Virginia,Culpeper,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,27,,,27,25-50 feet,500,,,Undetermined,,82.62,82.62,38.7,4.5,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Thomas Dam,041dd143,,VA041096,,VA041096,Samuel Thomas,Private,Private,0,No,,,,,Virginia,41096,37.3257,-77.5808,Virginia,Chesterfield,,,,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,18,,,18,Less than 25 feet,300,,,Undetermined,,54.79,54.79,43.91,6.97,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Shepher Dam,075dd058,,VA075115,,VA075115,Jonathan Shepherd,Private,Private,0,No,,,,,Virginia,75115,37.6811,-78.0133,Virginia,Goochland,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,33,,,33,25-50 feet,380,,,Undetermined,,61.75,61.75,44.29,3.99,0.03,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Cortney Dam,,,VA057016,,VA057016,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,57016,37.913,-76.9719,Virginia,Essex,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,21,,,21,Less than 25 feet,,,,Undetermined,,129,129,,,1.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Holland Dam,047dd034,,VA047030,,VA047030,"HOLLAND, FREDERICK",Private,Private,0,No,,,,,Virginia,47030,38.5173,-78.0204,Virginia,Culpeper,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,31,,,31,25-50 feet,,,,Undetermined,,39.36,39.36,34.8,3,0.04,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Radcliffe Dam,041dd213,,VA041098,,VA041098,John Radcliffe,Private,Private,0,No,,,,,Virginia,41098,37.2249,-77.511,Virginia,Chesterfield,,,,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,34,,,34,25-50 feet,300,,,Undetermined,,97.38,97.38,60,5,0.19,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Rappahannock Dam #11,157dd042,,VA157011,,VA157011,,Not Listed,Not Listed,0,No,,,,,Virginia,157011,38.6912,-78.2037,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22,,,22,Less than 25 feet,,,,Undetermined,,65.36,65.36,24.3,3.8,0.53,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Rappahannock Dam #21,157dd068,,VA157022,,VA157022,,Not Listed,Not Listed,0,No,,,,,Virginia,157022,38.6537,-78.0468,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,27,,,27,25-50 feet,,,,Undetermined,,70.63,70.63,32.7,3.8,0.2,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Ridgetop Dam,10500dd087,,VA105006,,VA105006,,Not Listed,Not Listed,,No,,,,,Virginia,105006,36.6601,-83.0934,Virginia,Lee,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,32,,,32,25-50 feet,,,,Undetermined,,93.95,93.95,46.6,5.01,0.27,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Drake Dam,,,VA141031,,VA141031,,Not Listed,Not Listed,0,No,,,Recreation,Recreation,Virginia,141031,36.5668,-80.3429,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,26,,,26,25-50 feet,230,,,Undetermined,,25,25,20,2.2,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Wilkes Dam,01900dd240,,VA019104,,VA019104,,Not Listed,Not Listed,,No,,,,,Virginia,19104,37.3321,-79.6074,Virginia,Bedford,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,26,,,26,25-50 feet,,,,Undetermined,,50.51,50.51,36.4,4.09,0.13,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Thomas Dam,01900dd171,,VA019087,,VA019087,,Not Listed,Not Listed,,No,,,,,Virginia,19087,37.2767,-79.7089,Virginia,Bedford,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,38,,,38,25-50 feet,,,,Undetermined,,51.83,51.83,40.7,3.09,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Penniston Dam,057dd061,,VA057021,,VA057021,Marlene A Penniston,Private,Private,0,No,,,,,Virginia,57021,37.8448,-76.9497,Virginia,Essex,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,17,,,17,Less than 25 feet,250,,,Undetermined,,62.51,62.51,38.86,6.7,0.21,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Chambers Dam,01900dd444,,VA019142,,VA019142,,Not Listed,Not Listed,,No,,,,,Virginia,19142,37.502,-79.227,Virginia,Bedford,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,37,,,37,25-50 feet,,,,Undetermined,,49.58,49.58,36.8,2.63,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Rappahannock Dam #15,157dd051,,VA157015,,VA157015,,Not Listed,Not Listed,0,No,,,,,Virginia,157015,38.6984,-78.0811,Virginia,Rappahannock,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,36,,,36,25-50 feet,,,,Undetermined,,81.22,81.22,51.7,4.1,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Fairfax Dam #7,059dd097,,VA059085,,VA059085,,Not Listed,Not Listed,0,No,,,,,Virginia,59085,38.7178,-77.1641,Virginia,Fairfax,,,,"Virginia, Congressional District 08",No,No,,No,No,No,No,,,,,,,,,No,,,,,,40,,,40,25-50 feet,,,,Undetermined,,62.09,62.09,31.2,2.6,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Fairfax Dam #6,059dd096,,VA059084,,VA059084,,Not Listed,Not Listed,0,No,,,,,Virginia,59084,38.7241,-77.1622,Virginia,Fairfax,,,,"Virginia, Congressional District 08",No,No,,No,No,No,No,,,,,,,,,No,,,,,,28,,,28,25-50 feet,,,,Undetermined,,41.03,41.03,29.4,3.2,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Bish Dam,,,VA049032,,VA049032,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Recreation,Virginia,49032,37.479,-78.294,Virginia,Cumberland,,0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20,,,20,Less than 25 feet,,,,Undetermined,,67,67,,,0.13,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lancaster Dam,,,VA049035,,VA049035,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Recreation,Virginia,49035,37.3217,-78.3729,Virginia,Cumberland,,0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,27,,,27,25-50 feet,,,,Undetermined,,37,37,,,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Knorr Dam,,,VA049018,,VA049018,,Not Listed,Not Listed,0,No,,,Irrigation,Irrigation;Recreation,Virginia,49018,37.661,-78.0831,Virginia,Cumberland,,0,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,,,,Undetermined,,28,28,,,0.08,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Williams Dam,,,VA141028,,VA141028,Arthur F Williams,Private,Private,0,No,,,,,Virginia,141028,36.5541,-80.0914,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,55,,,55,51-100 feet,850,,,Undetermined,,57,57,38,1.9,0.02,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Osborne Dam,,,VA141051,,VA141051,Robert M Osborne,Local Government,Local Government,0,No,,,,,Virginia,141051,36.7415,-80.3505,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,50,,,50,51-100 feet,230,,,Undetermined,,46,46,34,1.9,0.69,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Cove Ridge Tailing Pond,,,VA069046,,VA069046,Unimin Corporation,Private,Private,0,No,,,,,Virginia,69046,39.2515,-78.3423,Virginia,Frederick,,0.8,,"Virginia, Congressional District 06",Yes,Yes,Department of Energy,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,60,,,60,51-100 feet,855,,,Undetermined,,305,,305,11,2,,,,,,,,,,10/25/2023,,,High,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Birkdale  Dam,,,VA041066,,VA041066,Acumen Golf Properties,Private,Private,0,No,,,Recreation,Recreation,Virginia,41066,37.3869,-77.6658,Virginia,Chesterfield,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22,,,22,Less than 25 feet,450,,,Undetermined,,180,180,,,1.76,,,,,,,,,,12/4/2022,3/21/2022,,Undetermined,Fair,3/21/2022,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Benhard Dam,061dd100,,VA061060,,VA061060,"BENHARD, MARY ELIZABETH",Private,Private,0,No,,,,,Virginia,61060,38.8712,-77.7983,Virginia,Fauquier,,,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,13,,,13,Less than 25 feet,400,,,Undetermined,,54.65,54.65,29.26,7.7,1.19,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Epperson Dam,,,VA141033,,VA141033,Stuart W Epperson,Private,Private,0,No,,,,,Virginia,141033,36.5795,-80.4766,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,31,31,31,31,25-50 feet,610,,,Undetermined,,149,149,118,11,0.06,,,,,,,,,,12/4/2022,11/21/2022,,Undetermined,Satisfactory,11/21/2022,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Layne Dam,145dd141,,VA145081,,VA145081,Michael E Layne,Private,Private,0,No,,,,,Virginia,145081,37.4872,-77.8249,Virginia,Powhatan,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,22,,,22,Less than 25 feet,440,,,Undetermined,,91.14,91.14,62.78,8.6,0.42,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Ruella Dam,069dd004,,VA069040,,VA069040,"BRANNON, RUELLA M",Private,Private,0,No,,,,,Virginia,69040,39.3902,-78.3049,Virginia,Frederick,,,,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,23,,,23,Less than 25 feet,500,,,Undetermined,,57.72,57.72,40.6,4.9,0.26,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Anderson Dam,145dd106,,VA145077,,VA145077,Joseph I Anderson,Private,Private,0,No,,,,,Virginia,145077,37.4985,-77.9831,Virginia,Powhatan,,,,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,20,,,20,Less than 25 feet,400,,,Undetermined,,115.04,115.04,41.88,7.22,0.72,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Dean Dam,087dd097,,VA087033,,VA087033,Donna M Dean,Private,Private,0,No,,,,,Virginia,87033,37.4267,-77.406,Virginia,Henrico,,,,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,,,,,18,,,18,Less than 25 feet,200,,,Undetermined,,77.04,77.04,77.04,10.7,2.11,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,AE,,TRUE,High
